video_name,condition,onset_time,offset_time,duration,response,added_TRs,movie_path
yt-84Tw9n59zw0_24.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-84Tw9n59zw0_24.mp4
yt-nk1ilLx3z1E_10.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-nk1ilLx3z1E_10.mp4
flickr-7-4-1-1-3-9-5-4-8274113954_15.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-7-4-1-1-3-9-5-4-8274113954_15.mp4
yt-b6BhSLVUPuc_188.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-b6BhSLVUPuc_188.mp4
yt-2TgcUjTyD4s_263.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-2TgcUjTyD4s_263.mp4
vine-crowds-clapping-M2rB73p5egp_3.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\vine-crowds-clapping-M2rB73p5egp_3.mp4
yt-4JNdEFzM86k_274.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-4JNdEFzM86k_274.mp4
yt-AhM9i0zrIEo_19.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-AhM9i0zrIEo_19.mp4
yt-2ULEIoRKW_Q_35.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-2ULEIoRKW_Q_35.mp4
yt-_6d4WxnukRU_21.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-_6d4WxnukRU_21.mp4
yt-ylWmBeCU2LE_101.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-ylWmBeCU2LE_101.mp4
vine-MVvgr5hA3JD_1.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\vine-MVvgr5hA3JD_1.mp4
flickr-5-7-2-8-0-0-7-2-3957280072_16.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-5-7-2-8-0-0-7-2-3957280072_16.mp4
yt-S0dAccaitok_119.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-S0dAccaitok_119.mp4
8-6-0-3-9-6-6-0-19586039660_4.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\8-6-0-3-9-6-6-0-19586039660_4.mp4
flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4
yt-vx-VMETm4g0_154.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-vx-VMETm4g0_154.mp4
yt-lzsldb9fo70_4.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-lzsldb9fo70_4.mp4
yt-7we4oftPEXo_245.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-7we4oftPEXo_245.mp4
yt-YHZCo34wpMQ_3.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-YHZCo34wpMQ_3.mp4
yt-1iRW2U2jNPA_888.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-1iRW2U2jNPA_888.mp4
yt-hXKxZId2MC0_139.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-hXKxZId2MC0_139.mp4
flickr-4-0-4-9-3-3-4-4-15540493344_49.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-4-0-4-9-3-3-4-4-15540493344_49.mp4
yt-M1ZSKh7JbQQ_36.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-M1ZSKh7JbQQ_36.mp4
yt-k6Ildfvd4wA_76.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-k6Ildfvd4wA_76.mp4
yt-hhmiJzI5caA_52.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-hhmiJzI5caA_52.mp4
yt-CQzqhM81T_M_5.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-CQzqhM81T_M_5.mp4
yt-HsV1AkMICLQ_51.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-HsV1AkMICLQ_51.mp4
yt-gknOwYMSbPs_2.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-gknOwYMSbPs_2.mp4
yt-1bNx06Nq40k_73.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-1bNx06Nq40k_73.mp4
yt-hHV1-no0rkQ_102.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-hHV1-no0rkQ_102.mp4
yt-F0Ede8UiICQ_38.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-F0Ede8UiICQ_38.mp4
yt-1iBn-CjHBgc_22.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-1iBn-CjHBgc_22.mp4
yt-aunEHRTiMrQ_22.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-aunEHRTiMrQ_22.mp4
yt-_MpVK8kByBg_225.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-_MpVK8kByBg_225.mp4
vine-arm-wrestling-h6itJarOtiI_3.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\vine-arm-wrestling-h6itJarOtiI_3.mp4
eJRbWjg73fE_116.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\eJRbWjg73fE_116.mp4
yt-K1EmbP7RMrQ_103.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-K1EmbP7RMrQ_103.mp4
flickr-4-2-6-5-6-4-7-1-5442656471_12.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-4-2-6-5-6-4-7-1-5442656471_12.mp4
flickr-4-9-9-9-8-3-1-6-25549998316_29.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-4-9-9-9-8-3-1-6-25549998316_29.mp4
flickr-8-9-7-9-5-0-4-1-6189795041_19.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-8-9-7-9-5-0-4-1-6189795041_19.mp4
yt-MqMKjrKRXmI_35.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-MqMKjrKRXmI_35.mp4
yt-9LkmwSItZlk_5.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-9LkmwSItZlk_5.mp4
giphy-10TNZYlPEDFR3a_3.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\giphy-10TNZYlPEDFR3a_3.mp4
yt-DIFZsE_EKLA_115.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-DIFZsE_EKLA_115.mp4
yt-UPu938CNhYc_35.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-UPu938CNhYc_35.mp4
flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4
flickr-5-3-3-2-7-2-4-7-3053327247_9.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-5-3-3-2-7-2-4-7-3053327247_9.mp4
flickr-0-2-5-6-6-5-1-2-5402566512_10.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\flickr-0-2-5-6-6-5-1-2-5402566512_10.mp4
yt-gyHCZmoE-Gc_173.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-gyHCZmoE-Gc_173.mp4
yt-KYxzJcHV8bI_485.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-KYxzJcHV8bI_485.mp4
3PJaYWt0cws_5.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\3PJaYWt0cws_5.mp4
yt-9AkGB_rRbIQ_95.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-9AkGB_rRbIQ_95.mp4
yt-O2JT20EG6yI_111.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-O2JT20EG6yI_111.mp4
yt-mqSlRcLajN4_267.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-mqSlRcLajN4_267.mp4
yt-NQKRncc6YX8_35.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-NQKRncc6YX8_35.mp4
yt-sNY_HeMbyQc_35.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-sNY_HeMbyQc_35.mp4
yt-4ECKZXJX9FY_7.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-4ECKZXJX9FY_7.mp4
yt-0Bzn7lSvTmA_9.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-0Bzn7lSvTmA_9.mp4
yt-4vsQkKl13Qc_682.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-4vsQkKl13Qc_682.mp4
yt-5XzkGZ-lE-w_3.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-5XzkGZ-lE-w_3.mp4
yt-p2Rry6IQhwE_57.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-p2Rry6IQhwE_57.mp4
flickr-1-6-4-12557575164_3.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-1-6-4-12557575164_3.mp4
yt-DlUgLVITRn0_3.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-DlUgLVITRn0_3.mp4
yt-2dK-i-Ie1Yg_68.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-2dK-i-Ie1Yg_68.mp4
yt--O4Fx2w0FiI_211.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt--O4Fx2w0FiI_211.mp4
-YwZOeyAQC8_15.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\-YwZOeyAQC8_15.mp4
yt_R-62JchDNyM7U_143.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt_R-62JchDNyM7U_143.mp4
yt-cs7e8XeuSGw_61.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-cs7e8XeuSGw_61.mp4
flickr-9-3-2-2-7-4-6-7-4593227467_2.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-9-3-2-2-7-4-6-7-4593227467_2.mp4
yt-_H-HmxCciiU_14.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-_H-HmxCciiU_14.mp4
vine-A-kid-bowing-a-wheel-JohnnyRandom-MgJUX6q5pV5_1.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\vine-A-kid-bowing-a-wheel-JohnnyRandom-MgJUX6q5pV5_1.mp4
twUN1iwMWgY_1320.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\twUN1iwMWgY_1320.mp4
yt-orhTrit8STg_509.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-orhTrit8STg_509.mp4
-3apEFekLVY_9.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\-3apEFekLVY_9.mp4
vine-MKEjBiBY6Fw_1.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\vine-MKEjBiBY6Fw_1.mp4
yt-C7cOctg7F8c_365.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-C7cOctg7F8c_365.mp4
yt-agTq1dEFUWE_52.mp4,0,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-agTq1dEFUWE_52.mp4
yt-VmGqoK-hmHc_47.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-VmGqoK-hmHc_47.mp4
yt-BVDyfz_RdZo_168.mp4,1,0,0,0,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-BVDyfz_RdZo_168.mp4
